"Ranking","Image","Channel","Watch time (mins)","Stream time (mins)","Peak viewers","Average viewers","Followers","Followers gained","Partnered","Mature","Language",""
"104","https://static-cdn.jtvnw.net/jtv_user_pictures/36a216c9-8d23-4114-a39c-65b5925aa5a4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Rainbow6","1580659800","75345","122805","20978","2552045","280580","true","true","English","Rainbow6"
"105","https://static-cdn.jtvnw.net/jtv_user_pictures/8f56178e-94ea-4278-9ab9-cca5d541bc47-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","KendineMuzisyen","466516815","42195","71983","11056","2548417","247981","true","false","Turkish","KendineMuzisyen"
"106","https://static-cdn.jtvnw.net/jtv_user_pictures/4a5ae123-95f0-4127-9be7-714f91cd0d17-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","n3koglai","210993480","10785","65047","19563","2531325","247496","true","true","Russian","n3koglai"
"107","https://static-cdn.jtvnw.net/jtv_user_pictures/0347a9aa-e396-49a5-b0f1-31261704bab8-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","HasanAbi","4514042895","147555","137427","30592","2489909","559900","true","false","English","HasanAbi"
"108","https://static-cdn.jtvnw.net/jtv_user_pictures/1ca3c985-1beb-4fd2-8adb-dc2b2fda70a1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Reborn_Live","443774355","103230","62536","4298","2461089","525569","true","false","Spanish","Reborn_Live"
"109","https://static-cdn.jtvnw.net/jtv_user_pictures/4df3fcbc-1eff-4c3f-a9c8-e4a8abca332a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","lilypichu","82397445","17145","18299","4805","2459106","37111","true","false","English","lilypichu"
"110","https://static-cdn.jtvnw.net/jtv_user_pictures/cc310a6e-8cee-435b-af4c-5b480b791037-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","kingsleague","1816845060","9105","906000","199543","2441551","1830390","true","false","Spanish","kingsleague"
"111","https://static-cdn.jtvnw.net/jtv_user_pictures/markiplier-profile_image-b35002cc6d4c2daa-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Markiplier","14844315","1320","24526","11245","2420815","151631","true","false","English","Markiplier"
"112","https://static-cdn.jtvnw.net/jtv_user_pictures/c2277621-ce23-4f16-b75e-1d12ef23b617-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BadBoyHalo","22081560","5700","29633","3873","2415473","-3908","true","false","English","BadBoyHalo"
"113","https://static-cdn.jtvnw.net/jtv_user_pictures/6213a284-c133-41cf-ad99-ebef738eb550-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Perxitaa","273103050","67755","38816","4030","2414294","336130","true","false","Spanish","Perxitaa"
"114","https://static-cdn.jtvnw.net/jtv_user_pictures/e5e89aba-723b-4ba1-852c-d8fba19b1da1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","YoDa","1540659810","147495","41635","10445","2401551","149868","true","false","Portuguese","YoDa"
"115","https://static-cdn.jtvnw.net/jtv_user_pictures/c7c02d73-19d0-424e-9b8e-3fd524e45247-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","bratishkinoff","735173490","59040","146916","12452","2396195","368472","true","true","Russian","bratishkinoff"
"116","https://static-cdn.jtvnw.net/jtv_user_pictures/5793f024-b8bd-4d20-a669-bf014f147aab-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","BarcaGamer","93570405","97515","21205","959","2368919","318470","true","false","Spanish","BarcaGamer"
"117","https://static-cdn.jtvnw.net/jtv_user_pictures/901129eb-198e-4196-8029-d526167c7988-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Ampeterby7","161893575","70095","18150","2309","2348975","281400","true","false","Spanish","Ampeterby7"
"118","https://static-cdn.jtvnw.net/jtv_user_pictures/8794d08c-6f89-4353-a6ac-f0492d9dc731-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Chica","116377080","49005","35211","2374","2323110","144741","true","false","English","Chica"
"119","https://static-cdn.jtvnw.net/jtv_user_pictures/f26a992a-a661-4697-bfa4-7ca7f400b929-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Evelone192","612207585","21375","125644","28641","2311788","241172","false","true","Russian","Evelone192"
"120","https://static-cdn.jtvnw.net/jtv_user_pictures/4d7baea6-e3e4-4887-ad65-eee3388da27a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TwitchRivals","304579680","30885","78477","9861","2292301","248795","true","false","English","TwitchRivals"
"121","https://static-cdn.jtvnw.net/jtv_user_pictures/d7bab577-5fec-4ce7-9410-6bd46e0bce87-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Kyedae","752155050","74205","41261","10136","2274014","874971","true","false","English","Kyedae"
"122","https://static-cdn.jtvnw.net/jtv_user_pictures/1da88524-041b-43cb-90bd-7deb39c70458-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Twitch","69791475","6450","74962","10820","2252879","177754","true","false","English","Twitch"
"123","https://static-cdn.jtvnw.net/jtv_user_pictures/bf2e1702-e433-4973-bd70-6a9d080ac2ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","neymarjr","4968705","405","17982","12268","2223335","265717","true","false","Portuguese","neymarjr"
"124","https://static-cdn.jtvnw.net/jtv_user_pictures/d96bbd7a-26e5-4c5e-b6a5-149d708a973b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","PaulinhoLOKObr","2976954720","44955","266793","66220","2173212","2084686","true","false","Portuguese","PaulinhoLOKObr"
"125","https://static-cdn.jtvnw.net/jtv_user_pictures/c285a6bd-79be-43a8-87eb-427602125bad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TheRealKnossi","587237700","31110","86944","18876","2165963","219990","true","true","German","TheRealKnossi"
"126","https://static-cdn.jtvnw.net/jtv_user_pictures/1c805ffa-1f34-4aa9-8409-015dd151d4b1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","pqueen","187589985","36735","30934","5106","2148714","263156","true","false","Turkish","pqueen"
"127","https://static-cdn.jtvnw.net/jtv_user_pictures/d3641cb0-3380-49cf-b50e-c2975b3533f4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","SolaryFortnite","466619250","471990","19028","988","2126220","182190","true","false","French","SolaryFortnite"
"128","https://static-cdn.jtvnw.net/jtv_user_pictures/swagg-profile_image-a0898c1b75f6094d-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Swagg","389645850","44430","27340","8769","2123476","108617","true","false","English","Swagg"
"129","https://static-cdn.jtvnw.net/jtv_user_pictures/1f47965f-7961-4b64-ad6f-71808d7d7fe9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Trainwreckstv","2809619970","103935","51515","27032","2113841","323315","true","true","English","Trainwreckstv"
"130","https://static-cdn.jtvnw.net/jtv_user_pictures/5a74ee2b-fdc4-4e18-b571-9118ca5ecbff-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","bysTaXx","239831745","48135","141191","4982","2109030","383154","true","false","Spanish","bysTaXx"
"131","https://static-cdn.jtvnw.net/jtv_user_pictures/82db33be-a407-46d8-b6b6-3e85825160b8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","TubboLIVE","13405095","1575","22453","8511","2094824","20827","true","false","English","TubboLIVE"
"132","https://static-cdn.jtvnw.net/jtv_user_pictures/f063037d-543d-40d4-9f60-87140b42155a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","UNLOSTV","36556695","8805","33946","4151","2087485","34507","true","false","Turkish","UNLOSTV"
"133","https://static-cdn.jtvnw.net/jtv_user_pictures/bobross-profile_image-0b9dd167a9bb16b5-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","BobRoss","407014710","240120","14705","1695","2066156","45992","true","false","English","BobRoss"
"134","https://static-cdn.jtvnw.net/jtv_user_pictures/captainsparklez-profile_image-fe5ae89fd8b8ed0f-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","CaptainSparklez","83057175","74805","22966","1110","2065642","67819","true","false","English","CaptainSparklez"
"135","https://static-cdn.jtvnw.net/jtv_user_pictures/96b30bc4546e2f71-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","boxbox","745193580","135120","47173","5515","2060622","61303","true","false","English","boxbox"
"136","https://static-cdn.jtvnw.net/jtv_user_pictures/ddd88d33-6c4f-424f-9246-5f4978c93148-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Mizkif","1791753405","61620","122011","29077","2035507","178745","true","false","English","Mizkif"
"137","https://static-cdn.jtvnw.net/jtv_user_pictures/177ab857-72bf-43be-b36c-3afb3d1094f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Flight23white","124821525","18015","30824","6928","2030176","177466","true","false","English","Flight23white"
"138","https://static-cdn.jtvnw.net/jtv_user_pictures/yassuo-profile_image-cfd7ef046e50e94b-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Yassuo","378511335","89355","11041","4236","2022973","9366","true","false","English","Yassuo"
"139","https://static-cdn.jtvnw.net/jtv_user_pictures/cdnthe3rd-profile_image-8246eb11f7f4b215-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","CDNThe3rd","263140740","131760","26526","1997","2021595","-7567","true","false","English","CDNThe3rd"
"140","https://static-cdn.jtvnw.net/jtv_user_pictures/84d6e0cc-f11d-45d2-9a23-fa5ee95eba1c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Gosu","109988400","56940","6976","1931","1992019","30787","true","false","English","Gosu"
"141","https://static-cdn.jtvnw.net/jtv_user_pictures/justaminx-profile_image-2464c3bfc7a07d86-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","JustaMinx","68857785","48405","10299","1422","1986091","17912","true","false","English","JustaMinx"
"142","https://static-cdn.jtvnw.net/jtv_user_pictures/a3d679bb58fc9d7e-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100","Cizzorz","46053420","50340","6648","914","1982961","2632","true","false","English","Cizzorz"
"143","https://static-cdn.jtvnw.net/jtv_user_pictures/70d90ec14808c95f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Locklear","636844815","89385","58905","7124","1980689","264514","true","false","French","Locklear"
"144","https://static-cdn.jtvnw.net/jtv_user_pictures/13e55cbe-a1b0-4f4c-b69b-2748274b9e48-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aminematue","1253469150","26790","1155060","46788","1975879","1141868","true","false","French","aminematue"
"145","https://static-cdn.jtvnw.net/jtv_user_pictures/04684d38-2e87-4b70-bfbe-5729277a7446-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","aroyitt","97733325","48915","22762","1998","1974835","276820","true","false","Spanish","aroyitt"
"146","https://static-cdn.jtvnw.net/jtv_user_pictures/a7d28aab-5e77-4db2-90e5-44fc897f00ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Nadeshot","267288555","53115","47199","5032","1964046","204798","false","true","English","Nadeshot"
"147","https://static-cdn.jtvnw.net/jtv_user_pictures/b3fc1f16-0818-4121-8711-c31b9469bc21-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GamesDoneQuick","1492981155","154965","102211","9634","1963644","69315","true","false","English","GamesDoneQuick"
"148","https://static-cdn.jtvnw.net/jtv_user_pictures/1d10d677-fe94-4ded-96db-999caf1b549c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LCS","1559521230","57210","243463","27259","1928576","176476","true","false","English","LCS"
"149","https://static-cdn.jtvnw.net/jtv_user_pictures/befc6735-2a47-45c1-b1d1-bfe8e6efd8b3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","POW3R","327325335","162480","24591","2014","1927238","116522","true","false","Italian","POW3R"
"150","https://static-cdn.jtvnw.net/jtv_user_pictures/b159ea81-7357-429b-b38d-c8022c08e094-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LEC","2086860120","44115","339696","47305","1923013","237338","true","false","English","LEC"
"151","https://static-cdn.jtvnw.net/jtv_user_pictures/270294ae-af8f-45ad-b81a-685ecd4dae31-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Schlatt","44071155","2685","32033","16413","1918481","203044","true","false","English","Schlatt"
"152","https://static-cdn.jtvnw.net/jtv_user_pictures/66e83125-195e-4431-bde8-89ac425a9038-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Foolish_Gamers","844710600","136560","27517","6185","1917101","226275","true","false","English","Foolish_Gamers"
"153","https://static-cdn.jtvnw.net/jtv_user_pictures/9a8db818-27c1-483f-b507-729869f20d10-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","GenshinImpactOfficial","89457735","465","336534","192382","1908961","542258","true","false","English","GenshinImpactOfficial"
"154","https://static-cdn.jtvnw.net/jtv_user_pictures/88ef8c57-fa43-46f7-a05b-7c348d3e1afa-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","miniminter","56448825","15660","8073","3604","1900811","197369","true","false","English","miniminter"
"155","https://static-cdn.jtvnw.net/jtv_user_pictures/c8cc1739-d4e7-469d-a3a5-0b53d9a1dff1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","JackManifoldTV","80315220","21450","29791","3744","1898874","56553","true","false","English","JackManifoldTV"
"156","https://static-cdn.jtvnw.net/jtv_user_pictures/9a6e58e5-2da6-47e4-a4ce-eb91a0d1572d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","LeBouseuh","94055775","33630","21184","2796","1893721","148637","true","false","French","LeBouseuh"
"157","https://static-cdn.jtvnw.net/jtv_user_pictures/8f39bb76-982f-4cf7-a0ed-25c783591be7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","RobertoCein","92316300","74130","13301","1245","1881882","150509","true","true","Spanish","RobertoCein"
"158","https://static-cdn.jtvnw.net/jtv_user_pictures/ac5a0a03-0501-4559-8edc-61c395484150-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Sweet_Anita","121503660","59940","5852","2027","1879357","67120","true","true","English","Sweet_Anita"
"159","https://static-cdn.jtvnw.net/jtv_user_pictures/23ee9d3c-1491-46f2-893f-4a5395eeafac-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ZilverK","237035640","101745","19965","2329","1873100","534802","true","false","Spanish","ZilverK"
"160","https://static-cdn.jtvnw.net/jtv_user_pictures/thedanirep-profile_image-8cfc87b583b4290a-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","thedanirep","103040880","29460","32001","3497","1868088","555666","true","false","Spanish","thedanirep"
"161","https://static-cdn.jtvnw.net/jtv_user_pictures/501d25e0-fa79-4fb0-b9d5-c60797608823-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Brawlhalla","524349735","30675","53340","17093","1850852","245345","true","false","English","Brawlhalla"
"162","https://static-cdn.jtvnw.net/jtv_user_pictures/a8a5da7b-5d96-4206-a3be-b3628c4d0f35-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","Jahrein","736481100","45360","147761","16236","1847733","173099","true","false","Turkish","Jahrein"
"163","https://static-cdn.jtvnw.net/jtv_user_pictures/2831cfba-d38d-4a15-bab3-89514e59bc9b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","ESL_CSGO_GG","56322000","25560","31193","2203","1844579","-6126","true","false","English","ESL_CSGO_GG"
"164","https://static-cdn.jtvnw.net/jtv_user_pictures/55949a07-d9e4-4b1e-84f7-6ec129f193ea-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","IzakOOO","337562970","109725","55986","3076","1842604","147426","true","false","Polish","IzakOOO"
"165","https://static-cdn.jtvnw.net/jtv_user_pictures/36e4e2a1-b0ca-408c-9f64-7c7d90230bc9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100","MarkitoNavaja","44909250","3630","34084","12371","1838322","47455","true","true","Spanish","MarkitoNavaja"
